ID	description
139.4	Recreation > Trains_and_Railroads > Personal_Pages
139.5	Recreation > Trains_and_Railroads > Photographs
139.6	Recreation > Trains_and_Railroads > Rail-fanning_and_Train-spotting
139.7	Recreation > Trains_and_Railroads > Directories
139.8	Recreation > Trains_and_Railroads > News_and_Magazines
139.9	Recreation > Trains_and_Railroads > Art_and_Graphics
139.10	Recreation > Trains_and_Railroads > Funiculars
140.1	Reference > Archives > Regional
140.2	Reference > Archives > Records_Management
140.3	Reference > Archives > University
140.4	Reference > Archives > Arts
140.5	Reference > Archives > Social_History
140.6	Reference > Archives > Medical
140.7	Reference > Archives > Professional_Resources
140.8	Reference > Archives > Personal
141.1	Reference > Dictionaries > World_Languages
141.2	Reference > Dictionaries > By_Subject
141.3	Reference > Dictionaries > Acronyms
141.4	Reference > Dictionaries > Etymology
141.5	Reference > Dictionaries > Vocabulary_Lists
141.6	Reference > Dictionaries > Symbols
141.7	Reference > Dictionaries > Rhyming
141.8	Reference > Dictionaries > Sign_Languages
141.9	Reference > Dictionaries > Pronouncing
142.1	Reference > Education > Colleges_and_Universities
142.2	Reference > Education > K_through_12
142.3	Reference > Education > Products_and_Services
142.4	Reference > Education > International
142.5	Reference > Education > Distance_Learning
142.6	Reference > Education > Special_Education
142.7	Reference > Education > Instructional_Technology
142.8	Reference > Education > Methods_and_Theories
142.9	Reference > Education > Organizations
142.10	Reference > Education > Educators
143.1	Reference > Knowledge_Management > Knowledge_Creation
143.2	Reference > Knowledge_Management > Knowledge_Representation
143.3	Reference > Knowledge_Management > Knowledge_Discovery
143.4	Reference > Knowledge_Management > Information_Assets
143.5	Reference > Knowledge_Management > Business_and_Companies
143.6	Reference > Knowledge_Management > Knowledge_Flow
143.7	Reference > Knowledge_Management > Information_Architecture
143.8	Reference > Knowledge_Management > Knowledge_Retrieval
143.9	Reference > Knowledge_Management > Software
143.10	Reference > Knowledge_Management > Information_Overload
144.1	Reference > Libraries > Library_and_Information_Science
144.2	Reference > Libraries > Subject_Specific
144.3	Reference > Libraries > Research
144.4	Reference > Libraries > Friends_of_the_Library
144.5	Reference > Libraries > Digital
144.6	Reference > Libraries > National
144.7	Reference > Libraries > Special_Collections
144.8	Reference > Libraries > College_and_University
144.9	Reference > Libraries > Independent
144.10	Reference > Libraries > Government_Documents
145.1	Reference > Maps > Libraries
145.2	Reference > Maps > Historical
145.3	Reference > Maps > Google_Maps
145.4	Reference > Maps > Directories
145.5	Reference > Maps > Collecting
145.6	Reference > Maps > Trip_Routing
146.1	Reference > Museums > History
146.2	Reference > Museums > Arts_and_Entertainment
146.3	Reference > Museums > Museum_Resources
146.4	Reference > Museums > Transportation
146.5	Reference > Museums > Science
146.6	Reference > Museums > Cultural
146.7	Reference > Museums > Military
146.8	Reference > Museums > Children's_Museums
146.9	Reference > Museums > Recreation_and_Sports
146.10	Reference > Museums > Directories
147.1	Reference > Quotations > Personal_Pages
147.2	Reference > Quotations > Inspirational
147.3	Reference > Quotations > Religion_and_Spirituality
147.4	Reference > Quotations > Wisdom
147.5	Reference > Quotations > Daily_and_Random
147.6	Reference > Quotations > Famous
147.7	Reference > Quotations > Sports
147.8	Reference > Quotations > Death_and_Dying
147.9	Reference > Quotations > Political
147.10	Reference > Quotations > Scientific
148.1	Science > Agriculture > Horticulture
148.2	Science > Agriculture > Field_Crops
148.3	Science > Agriculture > Animals
148.4	Science > Agriculture > Soils
148.5	Science > Agriculture > Forestry
148.6	Science > Agriculture > Pests_and_Diseases
148.7	Science > Agriculture > Sustainable_Agriculture
148.8	Science > Agriculture > Aquaculture
148.9	Science > Agriculture > Education
148.10	Science > Agriculture > Products_and_Services
149.1	Science > Anomalies_and_Alternative_Science > Cryptozoology
149.2	Science > Anomalies_and_Alternative_Science > Astronomy,_Alternative
149.3	Science > Anomalies_and_Alternative_Science > Criticism_of_Darwinism
149.4	Science > Anomalies_and_Alternative_Science > Geology,_Alternative
149.5	Science > Anomalies_and_Alternative_Science > Orgone_Energy
149.6	Science > Anomalies_and_Alternative_Science > Voynich_Manuscript
149.7	Science > Anomalies_and_Alternative_Science > Alchemy
149.8	Science > Anomalies_and_Alternative_Science > Personal_Pages
149.9	Science > Anomalies_and_Alternative_Science > The_Philadelphia_Experiment
149.10	Science > Anomalies_and_Alternative_Science > Research
150.1	Science > Astronomy > Amateur
150.2	Science > Astronomy > Solar_System
150.3	Science > Astronomy > Business
150.4	Science > Astronomy > Observatories
150.5	Science > Astronomy > History
150.6	Science > Astronomy > Software
150.7	Science > Astronomy > News_and_Media
150.8	Science > Astronomy > Extraterrestrial_Life
150.9	Science > Astronomy > Planetariums
150.10	Science > Astronomy > Stars
151.1	Science > Biology > Flora_and_Fauna
151.2	Science > Biology > Zoology
151.3	Science > Biology > Biochemistry_and_Molecular_Biology
151.4	Science > Biology > Genetics
151.5	Science > Biology > Ecology
151.6	Science > Biology > Botany
151.7	Science > Biology > Bioinformatics
151.8	Science > Biology > Microbiology
151.9	Science > Biology > Biotechnology
151.10	Science > Biology > Products_and_Services
152.1	Science > Chemistry > Elements
152.2	Science > Chemistry > Analytical
152.3	Science > Chemistry > Nuclear_Magnetic_Resonance
152.4	Science > Chemistry > Organic
152.5	Science > Chemistry > Academic_Departments
152.6	Science > Chemistry > Software
152.7	Science > Chemistry > Publications
152.8	Science > Chemistry > Education
152.9	Science > Chemistry > Electrochemistry
152.10	Science > Chemistry > Inorganic
153.1	Science > Earth_Sciences > Paleontology
153.2	Science > Earth_Sciences > Geology
153.3	Science > Earth_Sciences > Atmospheric_Sciences
153.4	Science > Earth_Sciences > Oceanography
153.5	Science > Earth_Sciences > Geomatics
153.6	Science > Earth_Sciences > Geophysics
153.7	Science > Earth_Sciences > Natural_Disasters_and_Hazards
153.8	Science > Earth_Sciences > Quaternary_Studies
153.9	Science > Earth_Sciences > Publications
153.10	Science > Earth_Sciences > Geochemistry
154.1	Science > Educational_Resources > Science_Fairs
154.2	Science > Educational_Resources > Experiments
154.3	Science > Educational_Resources > Equipment
154.4	Science > Educational_Resources > Organizations
154.5	Science > Educational_Resources > Curriculum_Development
154.6	Science > Educational_Resources > Lesson_Plans
154.7	Science > Educational_Resources > Mentoring_Programs
154.8	Science > Educational_Resources > Assessment
155.1	Science > Environment > Water_Resources
155.2	Science > Environment > Biodiversity
155.3	Science > Environment > Air_Quality
155.4	Science > Environment > Organizations
155.5	Science > Environment > Products_and_Services
155.6	Science > Environment > Education
155.7	Science > Environment > Environmental_Health
155.8	Science > Environment > Sustainability
155.9	Science > Environment > Environmental_Monitoring
155.10	Science > Environment > Hazardous_Waste
156.1	Science > Instruments_and_Supplies > Laboratory_Equipment
156.2	Science > Instruments_and_Supplies > Laboratory_Automation_and_Robotics
156.3	Science > Instruments_and_Supplies > Distributors
156.4	Science > Instruments_and_Supplies > Lab_Furniture
156.5	Science > Instruments_and_Supplies > Laboratory_Instrument_Service,_Calibration,_and_Repair
156.6	Science > Instruments_and_Supplies > Isotopes
156.7	Science > Instruments_and_Supplies > Laboratory_Computers_and_Software
156.8	Science > Instruments_and_Supplies > Lab_Notebooks_and_Record_Keeping
156.9	Science > Instruments_and_Supplies > Lab_Consumables_and_Disposables
156.10	Science > Instruments_and_Supplies > Lab_Safety_Equipment
157.1	Science > Math > Number_Theory
157.2	Science > Math > Applications
157.3	Science > Math > Academic_Departments
157.4	Science > Math > Logic_and_Foundations
157.5	Science > Math > Statistics
157.6	Science > Math > Education
157.7	Science > Math > Recreations
157.8	Science > Math > Software
157.9	Science > Math > Geometry
157.10	Science > Math > Publications
158.1	Science > Physics > Education
158.2	Science > Physics > Relativity
158.3	Science > Physics > Optics
158.4	Science > Physics > Particle
158.5	Science > Physics > Quantum_Mechanics
158.6	Science > Physics > Electromagnetism
158.7	Science > Physics > Mathematical_Physics
158.8	Science > Physics > Academia
158.9	Science > Physics > Alternative
158.10	Science > Physics > Plasma
159.1	Science > Science_in_Society > Forensic_Science
159.2	Science > Science_in_Society > Skeptical_Inquiry
159.3	Science > Science_in_Society > Science_and_Religion
159.4	Science > Science_in_Society > Academic_Departments
159.5	Science > Science_in_Society > Science_and_Technology_Policy
159.6	Science > Science_in_Society > Research_Ethics
159.7	Science > Science_in_Society > Weblogs
159.8	Science > Science_in_Society > The_Science_Wars
159.9	Science > Science_in_Society > Chats_and_Forums
160.1	Science > Social_Sciences > Linguistics
160.2	Science > Social_Sciences > Archaeology
160.3	Science > Social_Sciences > Psychology
160.4	Science > Social_Sciences > Economics
160.5	Science > Social_Sciences > Geography
160.6	Science > Social_Sciences > Sociology
160.7	Science > Social_Sciences > Political_Science
160.8	Science > Social_Sciences > Anthropology
160.9	Science > Social_Sciences > Urban_and_Regional_Planning
160.10	Science > Social_Sciences > Area_Studies
161.1	Science > Technology > Energy
161.2	Science > Technology > Space
161.3	Science > Technology > Electronics
161.4	Science > Technology > Structural_Engineering
161.5	Science > Technology > Aerospace
161.6	Science > Technology > Software_for_Engineering
161.7	Science > Technology > Civil_Engineering
161.8	Science > Technology > Mechanical_Engineering
161.9	Science > Technology > Materials
161.10	Science > Technology > Acoustics,_Ultrasound_and_Vibration
162.1	Shopping > Antiques_and_Collectibles > Coins
162.2	Shopping > Antiques_and_Collectibles > Toys_and_Games
162.3	Shopping > Antiques_and_Collectibles > Ephemera
162.4	Shopping > Antiques_and_Collectibles > Varied_Merchandise
162.5	Shopping > Antiques_and_Collectibles > Stamps
162.6	Shopping > Antiques_and_Collectibles > Militaria
162.7	Shopping > Antiques_and_Collectibles > Figurines
162.8	Shopping > Antiques_and_Collectibles > Furniture
162.9	Shopping > Antiques_and_Collectibles > Clocks_and_Watches
162.10	Shopping > Antiques_and_Collectibles > Clothing
163.1	Shopping > Auctions > Antiques_and_Collectibles
163.2	Shopping > Auctions > Specialty
163.3	Shopping > Auctions > Food_and_Wine
163.4	Shopping > Auctions > Search_Engines
163.5	Shopping > Auctions > Autos
163.6	Shopping > Auctions > Sports
163.7	Shopping > Auctions > Computers
163.8	Shopping > Auctions > Arts_and_Crafts
163.9	Shopping > Auctions > Charity
163.10	Shopping > Auctions > Entertainment
164.1	Shopping > Children > Baby
164.2	Shopping > Children > Home_Decor
164.3	Shopping > Children > Blankets_and_Bedding
164.4	Shopping > Children > Safety_Products_and_Services
164.5	Shopping > Children > Recordings
164.6	Shopping > Children > Varied_Merchandise
164.7	Shopping > Children > Personalized
164.8	Shopping > Children > Parties
164.9	Shopping > Children > Educational
164.10	Shopping > Children > Toilet_Training
165.1	Shopping > Classifieds > Automotive
165.2	Shopping > Classifieds > Watercraft
165.3	Shopping > Classifieds > Business_to_Business
165.4	Shopping > Classifieds > Aviation
165.5	Shopping > Classifieds > Real_Estate
165.6	Shopping > Classifieds > Free_Classifieds
166.1	Shopping > Clothing > Casual
166.2	Shopping > Clothing > Accessories
166.3	Shopping > Clothing > Footwear
166.4	Shopping > Clothing > Undergarments
166.5	Shopping > Clothing > Niche
166.6	Shopping > Clothing > Children's
166.7	Shopping > Clothing > Costumes
166.8	Shopping > Clothing > Women's
166.9	Shopping > Clothing > Ethnic_and_Regional
166.10	Shopping > Clothing > Men's
167.1	Shopping > Consumer_Electronics > Communications
167.2	Shopping > Consumer_Electronics > Accessories
167.3	Shopping > Consumer_Electronics > Audio
167.4	Shopping > Consumer_Electronics > Video
167.5	Shopping > Consumer_Electronics > Digital_Portable_Players
167.6	Shopping > Consumer_Electronics > Home_Theater
167.7	Shopping > Consumer_Electronics > Home_Automation
167.8	Shopping > Consumer_Electronics > S
167.9	Shopping > Consumer_Electronics > A
167.10	Shopping > Consumer_Electronics > E
168.1	Shopping > Crafts > Supplies
168.2	Shopping > Crafts > Woodcraft
168.3	Shopping > Crafts > Jewelry
168.4	Shopping > Crafts > Fiber_Arts
168.5	Shopping > Crafts > Ceramics
168.6	Shopping > Crafts > Dolls
168.7	Shopping > Crafts > Glass
168.8	Shopping > Crafts > Soft_Toys
168.9	Shopping > Crafts > Decorative_Painting
168.10	Shopping > Crafts > Nature
169.1	Shopping > Entertainment > Recordings
169.2	Shopping > Entertainment > Television_and_Movies
169.3	Shopping > Entertainment > Tickets
169.4	Shopping > Entertainment > Performing_Arts
169.5	Shopping > Entertainment > Party_Supplies
169.6	Shopping > Entertainment > Equipment
170.1	Shopping > Ethnic_and_Regional > North_American
170.2	Shopping > Ethnic_and_Regional > European
170.3	Shopping > Ethnic_and_Regional > Asian
170.4	Shopping > Ethnic_and_Regional > Oceanian
170.5	Shopping > Ethnic_and_Regional > African
170.6	Shopping > Ethnic_and_Regional > Middle_Eastern
170.7	Shopping > Ethnic_and_Regional > Latin_American
170.8	Shopping > Ethnic_and_Regional > Caribbean
171.1	Shopping > Food > Beverages
171.2	Shopping > Food > Ethnic_and_Regional
171.3	Shopping > Food > Meat
171.4	Shopping > Food > Confectionery
171.5	Shopping > Food > Condiments
171.6	Shopping > Food > Gifts
171.7	Shopping > Food > Produce
171.8	Shopping > Food > Baked_Goods
171.9	Shopping > Food > Seasonings
171.10	Shopping > Food > Fish_and_Seafood
172.1	Shopping > General_Merchandise > Novelties
172.2	Shopping > General_Merchandise > C
172.3	Shopping > General_Merchandise > S
172.4	Shopping > General_Merchandise > A
172.5	Shopping > General_Merchandise > G
172.6	Shopping > General_Merchandise > M
172.7	Shopping > General_Merchandise > B
172.8	Shopping > General_Merchandise > Major_Retailers
172.9	Shopping > General_Merchandise > P
172.10	Shopping > General_Merchandise > T
173.1	Shopping > Gifts > Personalized
173.2	Shopping > Gifts > Stationery
173.3	Shopping > Gifts > Gift_Baskets
173.4	Shopping > Gifts > Gag_Gifts
173.5	Shopping > Gifts > Gift_Registry
173.6	Shopping > Gifts > Gift_Certificates
173.7	Shopping > Gifts > Clubs
173.8	Shopping > Gifts > Balloons
174.1	Shopping > Health > Alternative
174.2	Shopping > Health > Beauty
174.3	Shopping > Health > Nutrition
174.4	Shopping > Health > Disabilities
174.5	Shopping > Health > Conditions_and_Diseases
174.6	Shopping > Health > Reproduction_and_Sexuality
174.7	Shopping > Health > Weight_Loss
174.8	Shopping > Health > Vision
174.9	Shopping > Health > Massage_Equipment
174.10	Shopping > Health > Pharmacy
175.1	Shopping > Home_and_Garden > Furniture
175.2	Shopping > Home_and_Garden > Accessories
175.3	Shopping > Home_and_Garden > Plants
175.4	Shopping > Home_and_Garden > Kitchen_and_Dining
175.5	Shopping > Home_and_Garden > Floors
175.6	Shopping > Home_and_Garden > Garden_Accessories
175.7	Shopping > Home_and_Garden > Home_Improvement
175.8	Shopping > Home_and_Garden > Decor_and_Design
175.9	Shopping > Home_and_Garden > Electrical
175.10	Shopping > Home_and_Garden > Cleaning
176.1	Shopping > Jewelry > Handcrafted
176.2	Shopping > Jewelry > Supplies
176.3	Shopping > Jewelry > Theme
176.4	Shopping > Jewelry > Watches
176.5	Shopping > Jewelry > Ethnic_and_Regional
176.6	Shopping > Jewelry > Precious_Metals
176.7	Shopping > Jewelry > Varied_Merchandise
176.8	Shopping > Jewelry > Diamonds
176.9	Shopping > Jewelry > Bead_and_Gemstone
176.10	Shopping > Jewelry > Wedding
177.1	Shopping > Niche > Military
177.2	Shopping > Niche > Bodyart
177.3	Shopping > Niche > Green_Living
177.4	Shopping > Niche > Gay,_Lesbian,_and_Bisexual
177.5	Shopping > Niche > Hippie
177.6	Shopping > Niche > Gothic
177.7	Shopping > Niche > Politics
177.8	Shopping > Niche > Transgendered
177.9	Shopping > Niche > Occupations
177.10	Shopping > Niche > Vegan
178.1	Shopping > Pets > Cats_and_Dogs
178.2	Shopping > Pets > Supplies
178.3	Shopping > Pets > Reptiles_and_Amphibians
178.4	Shopping > Pets > Birds
178.5	Shopping > Pets > Theme_Merchandise
178.6	Shopping > Pets > Fish
178.7	Shopping > Pets > Loss
178.8	Shopping > Pets > Small_Mammals
178.9	Shopping > Pets > Software
178.10	Shopping > Pets > Breeders_and_Dealers
179.1	Shopping > Photography > Services
179.2	Shopping > Photography > Cameras_and_Camcorders
179.3	Shopping > Photography > Accessories
179.4	Shopping > Photography > Albums_and_Frames
179.5	Shopping > Photography > Used_Equipment
179.6	Shopping > Photography > Security
179.7	Shopping > Photography > Backgrounds_and_Props
179.8	Shopping > Photography > Film
180.1	Shopping > Publications > Books
180.2	Shopping > Publications > Digital
180.3	Shopping > Publications > Maps
180.4	Shopping > Publications > University_Presses
180.5	Shopping > Publications > Comics
180.6	Shopping > Publications > Calendars
180.7	Shopping > Publications > Magazines
180.8	Shopping > Publications > Catalogs
181.1	Shopping > Recreation > Outdoors
181.2	Shopping > Recreation > Models
181.3	Shopping > Recreation > Guns
181.4	Shopping > Recreation > Science_and_Nature
181.5	Shopping > Recreation > Genealogy
181.6	Shopping > Recreation > Aviation
181.7	Shopping > Recreation > Knives
181.8	Shopping > Recreation > Drugs
181.9	Shopping > Recreation > Kites
181.10	Shopping > Recreation > Living_History
182.1	Shopping > Sports > Equestrian
182.2	Shopping > Sports > Motorsports
182.3	Shopping > Sports > Golf
182.4	Shopping > Sports > Water_Sports
182.5	Shopping > Sports > Martial_Arts
182.6	Shopping > Sports > Cycling
182.7	Shopping > Sports > Software
182.8	Shopping > Sports > Fitness
182.9	Shopping > Sports > Baseball
182.10	Shopping > Sports > Boarding
183.1	Shopping > Tools > Woodworking
183.2	Shopping > Tools > Vehicle_Repair
183.3	Shopping > Tools > Gardening
183.4	Shopping > Tools > Trade_Specific_and_Specialty
183.5	Shopping > Tools > Power_Tools
183.6	Shopping > Tools > Industrial
183.7	Shopping > Tools > Tooling_and_Consumables
184.1	Shopping > Toys_and_Games > Games
184.2	Shopping > Toys_and_Games > Varied_Merchandise
184.3	Shopping > Toys_and_Games > Stuffed_Animals
184.4	Shopping > Toys_and_Games > Novelty
184.5	Shopping > Toys_and_Games > Educational
184.6	Shopping > Toys_and_Games > Trading_Cards
184.7	Shopping > Toys_and_Games > Wooden
184.8	Shopping > Toys_and_Games > Puppets
184.9	Shopping > Toys_and_Games > Action_Figures
184.10	Shopping > Toys_and_Games > Dolls
185.1	Shopping > Vehicles > Parts_and_Accessories
185.2	Shopping > Vehicles > Motorcycles
185.3	Shopping > Vehicles > Watercraft
185.4	Shopping > Vehicles > Autos
185.5	Shopping > Vehicles > Aircraft
185.6	Shopping > Vehicles > Trucks,_Vans,_and_Sport_Utility
185.7	Shopping > Vehicles > Directories
186.1	Shopping > Visual_Arts > Painting
186.2	Shopping > Visual_Arts > Photography
186.3	Shopping > Visual_Arts > Thematic
186.4	Shopping > Visual_Arts > Multiple_Media_Artists
186.5	Shopping > Visual_Arts > Supplies
186.6	Shopping > Visual_Arts > Galleries
186.7	Shopping > Visual_Arts > Ethnic_and_Regional
186.8	Shopping > Visual_Arts > Artist_Created_Prints
186.9	Shopping > Visual_Arts > Portraits_from_Photos
186.10	Shopping > Visual_Arts > Sculpture
187.1	Society > Activism > Media
187.2	Society > Activism > Regional
187.3	Society > Activism > Anti-Corporation
187.4	Society > Activism > Nonviolence
187.5	Society > Activism > In_Daily_Life
187.6	Society > Activism > Internet
187.7	Society > Activism > Resources
187.8	Society > Activism > Community_Building
187.9	Society > Activism > Multi-Issue
187.10	Society > Activism > Cacerolazo
188.1	Society > Crime > Organized_Crime
188.2	Society > Crime > Murder
188.3	Society > Crime > Sex_Offenses
188.4	Society > Crime > Theft
188.5	Society > Crime > Prevention
188.6	Society > Crime > Publications
188.7	Society > Crime > Research
188.8	Society > Crime > Prisons
188.9	Society > Crime > Trials
188.10	Society > Crime > Victims
189.1	Society > Disabled > Travel
189.2	Society > Disabled > Arts
189.3	Society > Disabled > Service_Animals
189.4	Society > Disabled > Assistive_Technology
189.5	Society > Disabled > Education
189.6	Society > Disabled > News_and_Media
189.7	Society > Disabled > Organizations
189.8	Society > Disabled > Employment
189.9	Society > Disabled > Universal_Design
189.10	Society > Disabled > Family_Resources
190.1	Society > Ethnicity > The_Americas
190.2	Society > Ethnicity > Asian
190.3	Society > Ethnicity > African
190.4	Society > Ethnicity > Celtic
190.5	Society > Ethnicity > Slavic
190.6	Society > Ethnicity > Romani
190.7	Society > Ethnicity > Indigenous_People
190.8	Society > Ethnicity > Multiracial
190.9	Society > Ethnicity > Hispanic_and_Latino
190.10	Society > Ethnicity > Finno-Ugric
191.1	Society > Future > Transhumanism
191.2	Society > Future > Predictions
191.3	Society > Future > Catastrophes
191.4	Society > Future > Organizations
191.5	Society > Future > Consultants
191.6	Society > Future > Essays
191.7	Society > Future > Personal_Pages
191.8	Society > Future > Utopias
191.9	Society > Future > News_and_Media
191.10	Society > Future > Chats_and_Forums
192.1	Society > Gay,_Lesbian,_and_Bisexual > Arts_and_Entertainment
192.2	Society > Gay,_Lesbian,_and_Bisexual > Gay_Men
192.3	Society > Gay,_Lesbian,_and_Bisexual > Travel
192.4	Society > Gay,_Lesbian,_and_Bisexual > Student
192.5	Society > Gay,_Lesbian,_and_Bisexual > Religion_and_Spirituality
192.6	Society > Gay,_Lesbian,_and_Bisexual > Lesbian
192.7	Society > Gay,_Lesbian,_and_Bisexual > Sports
192.8	Society > Gay,_Lesbian,_and_Bisexual > Bisexual
192.9	Society > Gay,_Lesbian,_and_Bisexual > Computers_and_Internet
192.10	Society > Gay,_Lesbian,_and_Bisexual > Recreation
193.1	Society > Genealogy > Surnames
193.2	Society > Genealogy > Services
193.3	Society > Genealogy > Religions
193.4	Society > Genealogy > Software
193.5	Society > Genealogy > Resources
193.6	Society > Genealogy > Chats_and_Forums
193.7	Society > Genealogy > Royalty
193.8	Society > Genealogy > By_Ethnic_Group
193.9	Society > Genealogy > Emigration_and_Immigration
193.10	Society > Genealogy > Directories
194.1	Society > Government > Multilateral
194.2	Society > Government > Finance
194.3	Society > Government > Parliaments_and_Legislatures
194.4	Society > Government > Government-Related_Organizations
194.5	Society > Government > Foreign_Ministries
194.6	Society > Government > Aviation_Authorities
194.7	Society > Government > Intelligence
194.8	Society > Government > Defense_Ministries
194.9	Society > Government > Guides_and_Directories
194.10	Society > Government > Companies_Registries
195.1	Society > History > By_Time_Period
195.2	Society > History > By_Region
195.3	Society > History > By_Topic
195.4	Society > History > Academic_Departments
195.5	Society > History > Historians
195.6	Society > History > Education
195.7	Society > History > Organizations
195.8	Society > History > Timelines
195.9	Society > History > Journals
195.10	Society > History > On_This_Day_in_History
196.1	Society > Holidays > Halloween
196.2	Society > Holidays > Christmas
196.3	Society > Holidays > Thanksgiving
196.4	Society > Holidays > Guy_Fawkes_Day
196.5	Society > Holidays > Easter
196.6	Society > Holidays > Valentine's_Day
196.7	Society > Holidays > St._Patrick's_Day
196.8	Society > Holidays > Birthdays
196.9	Society > Holidays > New_Year
196.10	Society > Holidays > Earth_Day
197.1	Society > Issues > Warfare_and_Conflict
197.2	Society > Issues > Environment
197.3	Society > Issues > Health
197.4	Society > Issues > Children,_Youth_and_Family
197.5	Society > Issues > Human_Rights_and_Liberties
197.6	Society > Issues > Animal_Welfare
197.7	Society > Issues > Business
197.8	Society > Issues > Terrorism
197.9	Society > Issues > Violence_and_Abuse
197.10	Society > Issues > Intellectual_Property
198.1	Society > Law > Services
198.2	Society > Law > Legal_Information
198.3	Society > Law > Law_Enforcement
198.4	Society > Law > Organizations
198.5	Society > Law > Products
198.6	Society > Law > Education
198.7	Society > Law > Law_Libraries
198.8	Society > Law > Employment
198.9	Society > Law > Reference
198.10	Society > Law > News_and_Media
199.1	Society > Lifestyle_Choices > Vegetarianism
199.2	Society > Lifestyle_Choices > Veganism
199.3	Society > Lifestyle_Choices > Intentional_Communities
199.4	Society > Lifestyle_Choices > Childfree
199.5	Society > Lifestyle_Choices > Voluntary_Simplicity
199.6	Society > Lifestyle_Choices > Car_Free
199.7	Society > Lifestyle_Choices > Luddism
200.1	Society > Military > Veterans
200.2	Society > Military > Aviation
200.3	Society > Military > POW-MIA
200.4	Society > Military > Land_Forces
200.5	Society > Military > Special_Operations
200.6	Society > Military > People
200.7	Society > Military > Weapons_and_Equipment
200.8	Society > Military > Naval
200.9	Society > Military > News_and_Media
200.10	Society > Military > Arts_and_Literature
201.1	Society > Organizations > Fraternal
201.2	Society > Organizations > Student
201.3	Society > Organizations > Animal_Welfare
201.4	Society > Organizations > Service_Clubs
201.5	Society > Organizations > Nonprofit_Resources
201.6	Society > Organizations > Self_Improvement
201.7	Society > Organizations > Lineage
201.8	Society > Organizations > Development
201.9	Society > Organizations > High_Intelligence
201.10	Society > Organizations > Chivalric
202.1	Society > Paranormal > Psychic
202.2	Society > Paranormal > Ghosts
202.3	Society > Paranormal > UFOs
202.4	Society > Paranormal > Crop_Circles
202.5	Society > Paranormal > Prophecies
202.6	Society > Paranormal > Personal_Pages
202.7	Society > Paranormal > Organizations
202.8	Society > Paranormal > Chats_and_Forums
202.9	Society > Paranormal > Magazines_and_E-zines
202.10	Society > Paranormal > Bermuda_Triangle
203.1	Society > People > Personal_Homepages
203.2	Society > People > Women
203.3	Society > People > Generations_and_Age_Groups
203.4	Society > People > College_Life
203.5	Society > People > Men
203.6	Society > People > Expatriates
203.7	Society > People > Furry
203.8	Society > People > Otherkin
203.9	Society > People > Celebrities
203.10	Society > People > Requesting_Help
204.1	Society > Philanthropy > Organizations
204.2	Society > Philanthropy > Grants
204.3	Society > Philanthropy > Hunger_Relief
204.4	Society > Philanthropy > Cheer_and_Support
204.5	Society > Philanthropy > Volunteering
204.6	Society > Philanthropy > Child_Welfare
204.7	Society > Philanthropy > Medical_Relief
204.8	Society > Philanthropy > Homeless
204.9	Society > Philanthropy > Disaster_Relief_and_Recovery
204.10	Society > Philanthropy > International_Assistance
205.1	Society > Philosophy > Philosophers
205.2	Society > Philosophy > Reference
205.3	Society > Philosophy > Ethics
205.4	Society > Philosophy > History_of_Philosophy
205.5	Society > Philosophy > Philosophy_of_Science
205.6	Society > Philosophy > Academic_Departments
205.7	Society > Philosophy > Movements
205.8	Society > Philosophy > Philosophy_of_Mind
205.9	Society > Philosophy > Philosophy_of_Logic
205.10	Society > Philosophy > Personal_Pages
206.1	Society > Politics > Liberalism
206.2	Society > Politics > Conservatism
206.3	Society > Politics > Socialism
206.4	Society > Politics > Anarchism
206.5	Society > Politics > Campaigns_and_Elections
206.6	Society > Politics > News_and_Media
206.7	Society > Politics > Nationalism
206.8	Society > Politics > Consultants
206.9	Society > Politics > Lobbying
206.10	Society > Politics > Fascism
207.1	Society > Relationships > Weddings
207.2	Society > Relationships > Dating
207.3	Society > Relationships > Alternative_Lifestyles
207.4	Society > Relationships > Marriage
207.5	Society > Relationships > Advice
207.6	Society > Relationships > Divorce
207.7	Society > Relationships > Etiquette
207.8	Society > Relationships > Cyber_Relationships
207.9	Society > Relationships > Romance
207.10	Society > Relationships > Friendship
208.1	Society > Religion_and_Spirituality > Christianity
208.2	Society > Religion_and_Spirituality > Buddhism
208.3	Society > Religion_and_Spirituality > Esoteric_and_Occult
208.4	Society > Religion_and_Spirituality > Judaism
208.5	Society > Religion_and_Spirituality > Yoga
208.6	Society > Religion_and_Spirituality > Pagan
208.7	Society > Religion_and_Spirituality > Islam
208.8	Society > Religion_and_Spirituality > Divination
208.9	Society > Religion_and_Spirituality > New_Age
208.10	Society > Religion_and_Spirituality > Opposing_Views
209.1	Society > Sexuality > Tantra
209.2	Society > Sexuality > Sexual_Addiction
209.3	Society > Sexuality > Politics_of_Sexuality
209.4	Society > Sexuality > Sexology
209.5	Society > Sexuality > Sex_Education
209.6	Society > Sexuality > Advice
209.7	Society > Sexuality > Sacred_Sexuality
209.8	Society > Sexuality > Children_and_Adolescents
209.9	Society > Sexuality > Activities_and_Practices
209.10	Society > Sexuality > News
210.1	Society > Subcultures > Gothic
210.2	Society > Subcultures > Hip-Hop
210.3	Society > Subcultures > Cyberculture
210.4	Society > Subcultures > Rave
210.5	Society > Subcultures > Bikers
210.6	Society > Subcultures > Punk
